10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100, 100, 10, 100, 50, 25, 10, 5, 1, 20, 40, 60, 80, 100,
